公司,航班号,起飞机场,到达机场,起飞时间,到达时间,机型,价格,最大折扣,满载,当前人数,起始城市,到达城市
中国南方航空(集团)公司,CZ6492,地窝堡国际机场,中川机场,16:30,19:00,319,2527,0.06,170,163,乌鲁木齐,兰州
中国南方航空(集团)公司,CZ3487,新白云国际机场,丽江机场,11:55,15:45,733,3135,0.3,260,257,广州,丽江
中国国际航空公司,CA1458,广元机场,首都国际机场,15:10,17:20,73G,2880,0.07,280,275,广元,北京
中国南方航空(集团)公司,CZ5137,虹桥国际机场,首都国际机场,17:15,19:20,333,3474,0.2,290,284,上海,北京
中国南方航空(集团)公司,CZ6365,天河机场,首都国际机场,21:10,23:10,733,2915,0.5,170,160,武汉,北京
上海航空公司,FM5389,虹桥国际机场,北郊机场,7:50,9:45,737,2998,0.3,150,145,上海,洛阳
中国南方航空(集团)公司,CZ6781,凤凰国际机场,浦东国际机场,17:10,19:55,320,2520,0.2,270,267,三亚,上海
中国国际航空公司,CA4142,首都国际机场,江北国际机场,17:30,20:00,73G,1411,0.4,220,215,北京,重庆
中国南方航空(集团)公司,CZ3584,昌北机场,宝安国际机场,10:15,11:40,JET,3493,0.2,170,162,南昌,深圳
中国国际航空公司,CA1126,白塔机场,首都国际机场,17:20,18:20,JET,2685,0,250,241,呼和浩特,北京
四川航空股份有限公司,3U8793,新白云国际机场,江北国际机场,10:35,12:15,319,3087,0.4,300,291,广州,重庆
中国南方航空(集团)公司,CZ6518,美兰机场,桃仙机场,16:20,21:40,321,1678,0.2,290,282,海口,沈阳
中国南方航空(集团)公司,CZ6545,禄口国际机场,高崎国际机场,18:00,19:25,320,2396,0.4,140,130,南京,厦门
中国南方航空(集团)公司,CZ3890,天河机场,外砂机场,22:10,23:40,733,3372,0.1,170,167,武汉,汕头
海航集团祥鹏航空公司,8L9941,巫家坝国际机场,遥墙机场,11:30,14:10,737,3691,0.5,280,271,昆明,济南
中国国际航空公司,CA1336,吴圩机场,首都国际机场,12:00,14:55,321,2185,0.4,100,91,南宁,北京
中国国际航空公司,CA4401,双流国际机场,贡嘎机场,13:30,15:30,330,2239,0.4,190,185,成都,拉萨
中国国际航空公司,CA4577,双流国际机场,永强机场,15:20,18:50,JET,3197,0.3,290,284,成都,温州
中国国际航空公司,CA4912,地窝堡国际机场,遥墙机场,19:50,0:30,733,2379,0.5,280,277,乌鲁木齐,济南
中国南方航空(集团)公司,CZ8163,江北国际机场,丽江机场,20:30,21:50,319,2989,0.1,100,92,重庆,丽江
中国南方航空(集团)公司,CZ3593,新郑机场,虹桥国际机场,13:00,14:15,738,2880,0.3,120,111,郑州,上海
中国国际航空公司,CA1720,新白云国际机场,萧山国际机场,10:40,12:35,319,2880,0,250,243,广州,杭州
中国国际航空公司,CA1594,莱山机场,首都国际机场,20:20,21:35,738,3154,0.4,230,222,烟台,北京
四川航空股份有限公司,3U8751,双流国际机场,美兰机场,18:45,20:50,320,2382,0.5,260,256,成都,海口
中国南方航空(集团)公司,CZ3710,河东机场,咸阳机场,12:40,13:40,320,3921,0.5,240,233,银川,西安
上海航空公司,FM5527,虹桥国际机场,遥墙机场,10:20,11:45,319,2260,0.1,120,111,上海,济南
中国国际航空公司,CA4965,新郑机场,中川机场,9:20,11:00,CR2,2606,0.2,120,110,郑州,兰州
海航集团祥鹏航空公司,8L9955,巫家坝国际机场,丽江机场,8:45,9:30,737,2697,0.1,220,214,昆明,丽江
四川航空股份有限公司,3U8880,新郑机场,江北国际机场,16:20,18:00,ERJ,2876,0.3,220,215,郑州,重庆
中国南方航空(集团)公司,CZ3151,宝安国际机场,首都国际机场,8:30,11:25,333,1879,0.4,210,201,深圳,北京
中国南方航空(集团)公司,CZ6673,地窝堡国际机场,库尔勒机场,8:30,9:25,73G,2544,0.4,170,161,乌鲁木齐,库尔勒
海航集团祥鹏航空公司,8L9952,巫家坝国际机场,西双版纳机场,22:30,23:15,737,3162,0.5,300,290,昆明,景洪
海航集团祥鹏航空公司,8L9992,迪庆香格里拉机场,巫家坝国际机场,10:20,11:15,737,1170,0.45,140,137,迪庆,昆明
海航集团祥鹏航空公司,8L9945,巫家坝国际机场,太原武宿机场,18:10,20:40,JET,1079,0.1,250,243,昆明,太原
中国南方航空(集团)公司,CZ6268,伊春林都机场,首都国际机场,14:30,18:00,320,2011,0.2,200,196,伊春,北京
中国南方航空(集团)公司,CZ3742,遥墙机场,黄花机场,16:30,18:20,320,2082,0.2,300,295,济南,长沙
中国南方航空(集团)公司,CZ6982,新郑机场,地窝堡国际机场,19:30,23:05,757,3295,0.4,240,230,郑州,乌鲁木齐
奥凯航空,BK2832,凤凰国际机场,滨海国际机场,19:00,23:40,738,3157,0.43,270,264,三亚,天津
中国国际航空公司,CA1848,禄口国际机场,首都国际机场,13:50,15:50,738,3384,0.07,260,253,南京,北京
中国南方航空(集团)公司,CZ6941,地窝堡国际机场,双流国际机场,9:25,12:35,73G,2315,0.25,210,207,乌鲁木齐,成都
中国南方航空(集团)公司,CZ3027,白塔机场,新郑机场,8:20,9:30,738,1482,0.1,150,141,呼和浩特,郑州
中国南方航空(集团)公司,CZ3352,福城机场,新白云国际机场,12:30,13:30,JET,1226,0.1,280,275,北海,广州
中国南方航空(集团)公司,CZ6226,流亭机场,大庆萨尔图机场,20:40,22:40,319,3151,0.2,120,115,青岛,大庆
海航集团祥鹏航空公司,8L9991,巫家坝国际机场,迪庆香格里拉机场,8:50,9:45,737,3112,0.05,170,162,昆明,迪庆
中国南方航空(集团)公司,CZ6201,太平机场,首都国际机场,8:00,9:55,319,3108,0.2,240,237,哈尔滨,北京
中国国际航空公司,CA4357,莱坝机场,新白云国际机场,21:55,23:40,73G,2385,0.1,100,90,宜宾,广州
中国南方航空(集团)公司,CZ6436,双流国际机场,周水子机场,21:05,0:40,321,3239,0.2,240,234,成都,大连
中国南方航空(集团)公司,CZ3251,两江国际机场,虹桥国际机场,10:00,11:55,738,1638,0.4,130,127,桂林,上海
中国国际航空公司,CA1647,首都国际机场,长春龙嘉国际机场,19:05,20:40,JET,1502,0.4,170,161,北京,长春
中国国际航空公司,CA4964,咸阳机场,遥墙机场,14:30,16:05,738,2296,0.3,110,104,西安,济南
四川航空股份有限公司,3U8826,太平机场,凤凰国际机场,16:05,23:00,319,2587,0,250,242,哈尔滨,三亚
中国国际航空公司,CA4990,流亭机场,高崎国际机场,18:20,20:40,738,2576,0.3,130,122,青岛,厦门
中国国际航空公司,CA1215,咸阳机场,浦东国际机场,10:10,12:00,738,3117,0.1,250,241,西安,上海
中国南方航空(集团)公司,CZ6441,长春龙嘉国际机场,遥墙机场,8:25,10:35,320,2499,0.21,260,250,长春,济南
中国国际航空公司,CA930,浦东国际机场,宝安国际机场,18:25,20:50,763,1265,0.4,140,133,上海,深圳
中国南方航空(集团)公司,CZ6760,萧山国际机场,凤凰国际机场,22:05,0:55,320,1981,0.3,140,133,杭州,三亚
中国国际航空公司,CA4141,江北国际机场,首都国际机场,14:00,16:30,73G,3777,0.2,100,97,重庆,北京
中国南方航空(集团)公司,CZ6375,两江国际机场,咸阳机场,17:15,20:25,73G,1937,0.2,140,133,桂林,西安
四川航空股份有限公司,3U8793,江北国际机场,河东机场,13:05,14:35,319,1855,0.15,190,186,重庆,银川
中国国际航空公司,CA4110,首都国际机场,双流国际机场,19:00,21:45,321,3065,0.4,100,92,北京,成都
上海航空公司,FM5413,浦东国际机场,双流国际机场,14:05,17:35,320,2530,0.46,260,253,上海,成都
上海航空公司,FM5540,流亭机场,虹桥国际机场,9:00,10:10,320,3410,0.4,240,236,青岛,上海
中国南方航空(集团)公司,CZ3118,首都国际机场,天河机场,10:30,12:30,738,3405,0.1,300,291,北京,武汉
上海航空公司,FM2277,南苑机场,凤凰国际机场,7:55,11:40,738,2345,0.1,190,187,北京,三亚
中国南方航空(集团)公司,CZ8111,江北国际机场,凤凰国际机场,18:10,20:10,320,2166,0.1,200,191,重庆,三亚
上海航空公司,FM5324,宝安国际机场,虹桥国际机场,13:30,15:30,AB6,2231,0.2,250,247,深圳,上海
中国南方航空(集团)公司,CZ6429,骆岗机场,龙洞堡机场,16:40,18:40,319,2010,0.2,120,116,合肥,贵阳
中国国际航空公司,CA1986,首都国际机场,浦东国际机场,20:00,22:10,340,2439,0.1,170,165,北京,上海
中国南方航空(集团)公司,CZ3641,双流国际机场,九黄机场,8:10,9:00,319,1515,0.4,210,201,成都,九寨沟
中国南方航空(集团)公司,CZ3475,江北国际机场,龙洞堡机场,10:35,11:25,733,3107,0.3,270,263,重庆,贵阳
中国南方航空(集团)公司,CZ3267,新白云国际机场,兴东机场,8:45,12:20,320,1867,0.1,280,273,广州,南通
四川航空股份有限公司,3U3211,桃仙机场,高崎国际机场,9:05,14:00,EMB,2777,0.3,150,147,沈阳,厦门
中国南方航空(集团)公司,CZ367,天河机场,新白云国际机场,18:00,19:30,738,2266,0.13,290,285,武汉,广州
中国南方航空(集团)公司,CZ3138,首都国际机场,天河机场,16:15,18:10,738,3443,0.4,300,294,北京,武汉
中国南方航空(集团)公司,CZ3807,新白云国际机场,高崎国际机场,14:35,15:45,319,2919,0.4,290,287,广州,厦门
中国国际航空公司,CA4333,双流国际机场,新白云国际机场,15:00,16:50,JET,1267,0.1,240,237,成都,广州
中国南方航空(集团)公司,CZ6360,太平机场,凤凰国际机场,17:00,23:20,733,3362,0.4,160,157,哈尔滨,三亚
上海航空公司,FM2911,南苑机场,白塔阜机场,8:20,9:20,737,2135,0.2,200,194,北京,连云港
中国国际航空公司,CA4706,骆岗机场,流亭机场,14:00,15:05,733,3106,0.2,150,144,合肥,青岛
奥凯航空,BK2832,三灶机场,滨海国际机场,20:50,23:40,738,1840,0,240,232,珠海,天津
中国南方航空(集团)公司,CZ6989,宝安国际机场,咸阳机场,13:10,15:40,320,2809,0,200,190,深圳,西安
中国国际航空公司,CA1861,新白云国际机场,永强机场,7:55,9:30,73G,3001,0.1,280,276,广州,温州
中国国际航空公司,CA1547,首都国际机场,萧山国际机场,16:00,18:00,JET,2444,0.1,290,281,北京,杭州
中国南方航空(集团)公司,CZ3951,宝安国际机场,两江国际机场,20:15,21:15,320,1964,0.1,140,131,深圳,桂林
中国南方航空(集团)公司,CZ3276,咸阳机场,吴圩机场,12:15,15:25,738,2864,0.28,220,212,西安,南宁
中国南方航空(集团)公司,CZ3983,流亭机场,桃仙机场,11:15,12:35,320,3698,0.06,260,251,青岛,沈阳
上海航空公司,FM5596,流亭机场,虹桥国际机场,10:20,11:40,319,2287,0.3,270,265,青岛,上海
中国南方航空(集团)公司,CZ3623,新白云国际机场,太平机场,14:20,18:05,320,3271,0.3,270,262,广州,哈尔滨
中国南方航空(集团)公司,CZ6230,新白云国际机场,萧山国际机场,16:25,18:20,319,2201,0,120,116,广州,杭州
中国南方航空(集团)公司,CZ3757,萧山国际机场,吴圩机场,20:50,23:55,738,2978,0.2,220,216,杭州,南宁
中国南方航空(集团)公司,CZ3707,新白云国际机场,遥墙机场,16:30,19:00,73G,3098,0.4,130,122,广州,济南
中国南方航空(集团)公司,CZ3752,浦东国际机场,三灶机场,11:55,14:20,73G,1747,0.4,170,161,上海,珠海
中国南方航空(集团)公司,CZ3833,泉州晋江机场,永强机场,19:40,20:20,320,2029,0.2,290,286,晋江,温州
上海航空公司,FM5303,虹桥国际机场,新白云国际机场,19:30,21:35,733,2464,0.45,220,211,上海,广州
中国南方航空(集团)公司,CZ3158,滨海国际机场,新郑机场,16:00,17:20,733,2993,0,140,130,天津,郑州
中国国际航空公司,CA4301,双流国际机场,新白云国际机场,14:00,15:55,757,2825,0.3,100,94,成都,广州
中国南方航空(集团)公司,CZ3467,黄花机场,巫家坝国际机场,18:20,20:05,320,2094,0.4,160,153,长沙,昆明
中国国际航空公司,CA1823,首都国际机场,三峡机场,13:35,15:35,738,2262,0.4,170,165,北京,宜昌
中国国际航空公司,CA1335,首都国际机场,吴圩机场,7:45,11:00,321,1560,0.1,130,127,北京,南宁
中国南方航空(集团)公司,CZ3458,双流国际机场,宝安国际机场,11:20,13:25,319,3141,0.1,260,253,成都,深圳
中国国际航空公司,CA1703,萧山国际机场,首都国际机场,9:00,10:55,319,2396,0.4,210,203,杭州,北京
上海航空公司,FM5512,流亭机场,虹桥国际机场,16:30,17:50,M90,2651,0.2,140,131,青岛,上海
中国国际航空公司,CA4558,禄口国际机场,江北国际机场,17:55,20:05,73G,1753,0.5,190,181,南京,重庆
中国南方航空(集团)公司,CZ3301,新白云国际机场,滨海国际机场,9:50,12:55,757,2248,0.2,120,117,广州,天津
中国南方航空(集团)公司,CZ3441,天河机场,双流国际机场,19:20,21:10,738,3399,0.1,300,290,武汉,成都
中国南方航空(集团)公司,CZ6252,浦东国际机场,太平机场,18:55,21:40,JET,1320,0.3,210,205,上海,哈尔滨
中国国际航空公司,CA1887,首都国际机场,景德镇机场,16:55,18:45,733,3039,0.3,120,115,北京,景德镇
中国南方航空(集团)公司,CZ5412,双流国际机场,浦东国际机场,16:35,18:55,320,2048,0.2,190,182,成都,上海
中国南方航空(集团)公司,CZ6451,禄口国际机场,龙洞堡机场,11:55,14:00,M90,2767,0.2,100,96,南京,贵阳
中国国际航空公司,CA435,双流国际机场,骆岗机场,8:20,10:20,733,1964,0.1,230,222,成都,合肥
中国南方航空(集团)公司,CZ6518,高崎国际机场,桃仙机场,19:00,21:40,321,2768,0,280,277,厦门,沈阳
中国南方航空(集团)公司,CZ6239,包头机场,巫家坝国际机场,11:50,15:15,319,2600,0.3,230,225,包头,昆明
中国南方航空(集团)公司,CZ3126,太平机场,滨海国际机场,17:50,19:50,320,3245,0.3,120,113,哈尔滨,天津
中国南方航空(集团)公司,CZ3263,昌北机场,禄口国际机场,10:15,11:20,73G,3250,0.14,280,277,南昌,南京
中国南方航空(集团)公司,CZ3609,新白云国际机场,东郊机场,9:30,15:40,733,2586,0.3,150,140,广州,佳木斯
中国南方航空(集团)公司,CZ6989,咸阳机场,鄂尔多斯机场,16:45,17:50,320,3088,0.4,170,167,西安,鄂尔多斯
中国国际航空公司,CA4712,吴圩机场,流亭机场,13:15,17:40,737,1235,0,150,143,南宁,青岛
海航集团祥鹏航空公司,8L9959,巫家坝国际机场,天河机场,13:55,15:55,737,3021,0.4,110,107,昆明,武汉
中国南方航空(集团)公司,CZ3225,咸阳机场,河东机场,19:50,20:50,320,2917,0.3,260,254,西安,银川
中国国际航空公司,CA8207,天河机场,双流国际机场,7:30,9:05,320,2227,0.5,190,180,武汉,成都
中国国际航空公司,CA1320,宝安国际机场,滨海国际机场,17:55,21:15,JET,2059,0.1,160,157,深圳,天津
四川航空股份有限公司,3U8895,青山机场,双流国际机场,18:40,19:30,320,2067,0.3,220,217,西昌,成都
中国南方航空(集团)公司,CZ6280,漠河机场,太平机场,17:20,19:00,319,2114,0.28,140,132,漠河,哈尔滨
中国国际航空公司,CA4711,萧山国际机场,吴圩机场,10:05,12:30,737,2286,0.1,220,213,杭州,南宁
中国南方航空(集团)公司,CZ6229,萧山国际机场,新白云国际机场,13:30,15:30,319,2484,0.5,220,214,杭州,广州
中国南方航空(集团)公司,CZ3221,新白云国际机场,姜营机场,8:05,10:10,ERJ,3305,0.4,300,295,广州,南阳
中国南方航空(集团)公司,CZ6698,且末机场,库尔勒机场,12:55,13:55,JET,1411,0.4,130,123,且末,库尔勒
中国国际航空公司,CA3115,虹桥国际机场,首都国际机场,17:30,20:00,767,2161,0.2,190,187,上海,北京
中国南方航空(集团)公司,CZ3715,巫家坝国际机场,丽江机场,11:45,12:35,319,2391,0.16,240,234,昆明,丽江
中国南方航空(集团)公司,CZ3510,遥墙机场,新白云国际机场,11:20,13:45,JET,1828,0.35,290,282,济南,广州
中国南方航空(集团)公司,CZ3758,吴圩机场,黄花机场,16:40,18:00,738,2200,0.4,100,97,南宁,长沙
中国南方航空(集团)公司,CZ6530,高崎国际机场,周水子机场,13:00,16:40,319,3139,0.17,130,125,厦门,大连
四川航空股份有限公司,3U8791,凤凰国际机场,地窝堡国际机场,8:10,15:00,320,2397,0.4,180,170,三亚,乌鲁木齐
中国南方航空(集团)公司,CZ3272,天河机场,两江国际机场,15:05,16:25,73G,2830,0.1,260,254,武汉,桂林
四川航空股份有限公司,3U8952,黄花机场,江北国际机场,20:25,21:35,320,3026,0,130,120,长沙,重庆
中国国际航空公司,CA4115,双流国际机场,首都国际机场,11:00,13:30,321,2679,0.4,230,220,成都,北京
中国国际航空公司,CA4651,流亭机场,首都国际机场,7:50,9:00,738,2977,0.3,290,282,青岛,北京
中国南方航空(集团)公司,CZ3953,宝安国际机场,天河机场,8:45,10:35,320,1887,0,130,122,深圳,武汉
中国南方航空(集团)公司,CZ6442,双流国际机场,长春龙嘉国际机场,15:00,19:40,320,2192,0.1,250,240,成都,长春
中国南方航空(集团)公司,CZ6309,太平机场,桃仙机场,9:00,10:00,M90,2712,0.1,220,216,哈尔滨,沈阳
中国南方航空(集团)公司,CZ3675,宝安国际机场,骆岗机场,9:20,11:00,319,2306,0.4,130,121,深圳,合肥
中国南方航空(集团)公司,CZ3295,吴圩机场,新白云国际机场,8:00,9:00,738,3385,0.1,110,100,南宁,广州
中国南方航空(集团)公司,CZ3635,新白云国际机场,白塔阜机场,8:35,10:55,320,2092,0,110,104,广州,连云港
中国南方航空(集团)公司,CZ3901,首都国际机场,巫家坝国际机场,9:10,12:35,73G,2030,0,280,272,北京,昆明
中国南方航空(集团)公司,CZ3533,新白云国际机场,流亭机场,9:05,11:55,JET,2321,0.18,150,143,广州,青岛
中国南方航空(集团)公司,CZ3846,三灶机场,天河机场,14:00,15:25,73G,2992,0.5,130,121,珠海,武汉
中国南方航空(集团)公司,CZ3261,吴圩机场,虹桥国际机场,16:20,18:50,738,2736,0.5,260,251,南宁,上海
中国国际航空公司,CA436,骆岗机场,双流国际机场,18:30,20:55,733,3063,0.5,270,260,合肥,成都
中国南方航空(集团)公司,CZ3495,新郑机场,巫家坝国际机场,17:10,19:30,733,2980,0.3,280,277,郑州,昆明
中国国际航空公司,CA4989,流亭机场,桃仙机场,14:10,15:25,738,2947,0.4,100,93,青岛,沈阳
中国南方航空(集团)公司,CZ3257,新白云国际机场,白塔阜机场,8:35,12:00,320,1672,0.2,150,145,广州,连云港
中国南方航空(集团)公司,CZ3981,新白云国际机场,黄花机场,19:15,20:15,ERJ,2986,0.5,230,223,广州,长沙
